order_id,order_date,customer_id,category,product,quantity,unit_price,region,payment_method,total_price
ORD1036,2026-02-16,1127,Books,Textbook,1,484369.0,Isfahan,Credit Card,484369.0
ORD1139,2026-01-14,1185,Beauty,Sunscreen,2,483968.0,Mashhad,Online,967936.0
ORD1303,2026-04-09,1127,Clothing,T-Shirt,1,357696.0,Tabriz,Credit Card,357696.0
ORD1267,2026-01-11,1263,Clothing,T-Shirt,3,361339.0,Isfahan,Credit Card,1084017.0
ORD1533,2026-05-07,1089,Books,Cookbook,3,302660.0,Tabriz,Credit Card,907980.0
ORD1545,2026-01-18,1055,Home & Kitchen,Sofa,1,11727672.0,Isfahan,Credit Card,11727672.0
ORD1212,2026-04-24,1110,Beauty,Lipstick,2,389239.0,Shiraz,Credit Card,778478.0
ORD1468,2026-06-16,1202,Home & Kitchen,Blender,1,1720395.0,Mashhad,Cash,1720395.0
ORD1198,2026-03-22,1130,Sports,Tennis Racket,3,2017674.0,Shiraz,Credit Card,6053022.0
ORD1527,2026-04-10,1013,Home & Kitchen,Lamp,2,867370.0,Isfahan,Cash,1734740.0
ORD1679,2026-04-19,1275,Clothing,Jeans,4,846784.0,Tehran,Cash,3387136.0
ORD1241,2026-05-05,1070,Clothing,Jacket,4,1608942.0,Mashhad,Cash,6435768.0
ORD1342,2026-04-13,1071,Sports,Bicycle,1,8055554.0,Tehran,Cash,8055554.0
ORD1549,2026-01-19,1192,Home & Kitchen,Vacuum Cleaner,5,4696069.0,Isfahan,Cash,23480345.0
ORD1386,2026-01-20,1211,Beauty,Skincare Cream,2,675587.0,Tehran,Cash,1351174.0
ORD1737,2026-06-18,1117,Home & Kitchen,Cookware Set,3,3362098.0,Tehran,Online,10086294.0
ORD1206,2026-06-27,1092,Electronics,Smart Watch,4,5617412.0,Isfahan,Cash,22469648.0
ORD1295,2026-06-18,1172,Books,Comic Book,1,150533.0,Tabriz,Online,150533.0
ORD1657,2026-06-20,1273,Sports,Bicycle,2,8313791.0,Shiraz,Online,16627582.0
ORD1073,2026-03-19,1220,Sports,Bicycle,3,8929027.0,Isfahan,Cash,26787081.0
ORD1104,2026-06-16,1275,Sports,Yoga Mat,3,479344.0,Isfahan,Online,1438032.0
ORD1606,2026-04-06,1271,Electronics,Laptop,2,23825334.0,Tehran,Credit Card,47650668.0
ORD1822,2026-03-24,1164,Books,Cookbook,-2,292007.0,Shiraz,Online,-584014.0
ORD1016,2026-04-20,1185,Books,Biography,3,271230.0,Tabriz,Credit Card,813690.0
ORD1439,2026-06-21,1160,Clothing,Running Shoes,1,2052634.0,Shiraz,Online,2052634.0
ORD1091,2026-04-14,1065,SPORTS,Dumbbell Set,2,2585297.0,Mashhad,Credit Card,5170594.0
ORD1088,2026-05-28,1003,Beauty,Skincare Cream,4,743367.0,Shiraz,Credit Card,2973468.0
ORD1450,2026-01-29,1137,Books,Textbook,2,522171.0,Tabriz,Cash,1044342.0
ORD1102,2026-06-15,1215,Sports,Dumbbell Set,1,2425742.0,Isfahan,Cash,2425742.0
ORD1238,2026-06-28,1043,HOME & KITCHEN,Vacuum Cleaner,5,,Shiraz,Cash,
ORD1616,2026-06-25,1215,Sports,Yoga Mat,1,418397.0,Tehran,Credit Card,418397.0
ORD1246,2026-03-03,1099,beauty,Lipstick,1,375633.0,Isfahan,Credit Card,375633.0
ORD1609,2026-03-16,1266,Electronics,Laptop,1,25761579.0,Shiraz,Online,25761579.0
ORD1157,2026-01-24,1051,BEAUTY,Shampoo,5,229209.0,Shiraz,Cash,1146045.0
ORD1479,2026-06-05,1200,beauty,Shampoo,1,220813.0,Tabriz,Cash,220813.0
ORD1724,2026-02-28,1067,Sports,Bicycle,2,8601283.0,Shiraz,Credit Card,17202566.0
ORD1816,2026-05-19,1290,Beauty,Lipstick,2,385549.0,Shiraz,Cash,771098.0
ORD1018,2026-04-19,1197,Beauty,Perfume,3,1582577.0,Tabriz,Cash,4747731.0
ORD1812,2026-06-10,1182,Electronics,Smart Watch,1,5639676.0,Tehran,Cash,5639676.0
ORD1121,2026-05-25,1127,Beauty,Skincare Cream,1,744362.0,Isfahan,Cash,744362.0
ORD1603,2026-01-15,1140,Beauty,Perfume,1,1494707.0,Tehran,Credit Card,1494707.0
ORD1274,2026-04-01,1140,Home & Kitchen,Cookware Set,1,3205807.0,Tabriz,Credit Card,3205807.0
ORD1433,2026-01-30,1055,Home & Kitchen,Blender,3,1685123.0,Tehran,Credit Card,5055369.0
ORD1767,2026-06-29,1205,Sports,Tennis Racket,1,2014536.0,Isfahan,Credit Card,2014536.0
ORD1311,2026-03-28,1073,Clothing,T-Shirt,1,326393.0,Tabriz,Credit Card,326393.0
ORD1753,2026-02-26,1211,Home & Kitchen,Blender,1,1752452.0,Mashhad,Credit Card,1752452.0
ORD1714,2026-06-04,1071,Home & Kitchen,Cookware Set,3,3122620.0,Tehran,Online,9367860.0
ORD1546,2026-04-23,1211,beauty,Skincare Cream,1,656718.0,Shiraz,Cash,656718.0
ORD1181,2026-03-13,1189,Sports,Bicycle,1,,Tehran,Online,
ORD1184,2026-06-02,1170,Electronics,Mobile Phone,2,17302871.0,Tehran,Cash,34605742.0
ORD1406,2026-06-12,1199,Clothing,Running Shoes,3,2160998.0,Mashhad,Online,6482994.0
ORD1520,2026-01-24,1021,Clothing,Running Shoes,3,2233134.0,Isfahan,Cash,6699402.0
ORD1380,2026-03-23,1160,Electronics,Tablet,3,13144689.0,Mashhad,Credit Card,39434067.0
ORD1410,2026-03-25,1149,Electronics,Smart Watch,2,5826541.0,Shiraz,Cash,11653082.0
ORD1369,2026-03-30,1163,Books,Textbook,1,465548.0,Shiraz,Online,465548.0
ORD1695,2026-06-08,1162,Clothing,Jeans,1,814159.0,Tehran,Cash,814159.0
ORD1712,2026-04-04,1039,Clothing,Running Shoes,2,2189994.0,Tabriz,Online,4379988.0
ORD1643,2026-06-03,1186,Home & Kitchen,Lamp,3,875159.0,Shiraz,Online,2625477.0
ORD1078,2026-06-28,1204,Sports,Bicycle,1,8307513.0,Shiraz,Credit Card,8307513.0
ORD1573,2026-05-02,1010,beauty,Perfume,1,1631254.0,Isfahan,Credit Card,1631254.0
ORD1607,2026-06-10,1176,Clothing,T-Shirt,2,342399.0,Mashhad,Cash,684798.0
ORD1680,2026-01-19,1235,Beauty,Lipstick,2,399277.0,Mashhad,Cash,798554.0
ORD1847,2026-02-09,1201,Home & Kitchen,Lamp,2,971549.0,Tehran,Online,1943098.0
ORD1749,2026-05-10,1037,Electronics,Headphones,1,1223853.0,Tehran,Online,1223853.0
ORD1789,2026-06-13,1177,Beauty,Sunscreen,1,,Tabriz,Credit Card,
ORD1416,2026-06-16,1153,Home & Kitchen,Cookware Set,1,3094123.0,Tabriz,Cash,3094123.0
ORD1632,2026-03-22,1268,Electronics,Laptop,1,25046709.0,Tehran,Online,25046709.0
ORD1561,2026-05-31,1031,Books,Textbook,5,477037.0,Mashhad,Online,2385185.0
ORD1067,2026-01-30,1097,Sports,Bicycle,5,8910987.0,,Online,44554935.0
ORD1536,2026-03-24,1075,Beauty,Perfume,4,1689509.0,Tehran,Cash,6758036.0
ORD1077,2026-05-02,1233,Clothing,T-Shirt,1,326146.0,Tabriz,Cash,326146.0
ORD1105,2026-06-01,1125,Sports,Tennis Racket,1,1823784.0,Isfahan,Credit Card,1823784.0
ORD1610,2026-06-25,1250,Books,Comic Book,1,138943.0,Mashhad,Credit Card,138943.0
ORD1666,2026-02-14,1193,Clothing,T-Shirt,1,335773.0,Tabriz,Cash,335773.0
ORD1559,2026-04-30,1137,Sports,Football,1,,Isfahan,Cash,
ORD1744,2026-06-22,1122,Beauty,Perfume,2,1531446.0,Tehran,Credit Card,3062892.0
ORD1801,2026-03-29,1255,Clothing,T-Shirt,2,330542.0,Shiraz,Credit Card,661084.0
ORD1664,2026-04-24,1188,Electronics,Headphones,1,1123542.0,Mashhad,Online,1123542.0
ORD1490,2026-06-29,1254,Electronics,Laptop,3,24822627.0,Tehran,Cash,74467881.0
ORD1480,2026-03-03,1057,Home & Kitchen,Blender,3,1837266.0,Shiraz,Credit Card,5511798.0
ORD1723,2026-03-09,1175,Clothing,Hat,2,259644.0,Mashhad,Online,519288.0
ORD1605,2026-04-14,1196,Books,Textbook,2,496862.0,Shiraz,Credit Card,993724.0
ORD1363,2026-01-18,1017,Books,Novel,1,251824.0,Tehran,Online,251824.0
ORD1069,2026-06-20,1160,Home & Kitchen,Cookware Set,1,3449286.0,Isfahan,Online,3449286.0
ORD1548,2026-01-19,1010,Beauty,Perfume,1,1605198.0,Tehran,Credit Card,1605198.0
ORD1160,2026-01-21,1123,Books,Cookbook,1,293653.0,Tabriz,Credit Card,293653.0
ORD1011,2026-06-24,1087,Clothing,Jacket,3,1612778.0,Tehran,Online,4838334.0
ORD1144,2026-03-16,1139,Beauty,Perfume,2,1544919.0,Tabriz,Online,3089838.0
ORD1517,2026-04-29,1062,Books,Comic Book,1,157453.0,Tehran,Cash,157453.0
ORD1427,2026-02-26,1265,Electronics,Laptop,1,26550816.0,Tabriz,Online,26550816.0
ORD1639,2026-05-08,1060,BOOKS,Textbook,1,490182.0,Shiraz,Credit Card,490182.0
ORD1176,2026-03-01,1287,Beauty,Shampoo,1,226721.0,Shiraz,Cash,226721.0
ORD1440,2026-05-31,1180,Books,Textbook,2,466787.0,Tehran,Credit Card,933574.0
ORD1521,2026-05-27,1202,SPORTS,Football,1,588565.0,Shiraz,Online,588565.0
ORD1747,2026-05-24,1177,Electronics,Smart Watch,1,6041810.0,Tabriz,Credit Card,6041810.0
ORD1805,2026-01-09,1048,Sports,Tennis Racket,1,1971879.0,Mashhad,Credit Card,1971879.0
ORD1231,2026-01-11,1096,Sports,Tennis Racket,2,1900801.0,Shiraz,Online,3801602.0
ORD1210,2026-05-26,1026,Beauty,Shampoo,3,221715.0,Tabriz,Cash,665145.0
ORD1640,2026-04-16,1281,Sports,Football,1,553926.0,Tehran,Online,553926.0
ORD1143,2026-02-27,1060,electronics,Smart Watch,1,5808843.0,Tehran,Credit Card,5808843.0
ORD1519,2026-03-08,1033,Home & Kitchen,Blender,2,1699320.0,Tehran,Cash,3398640.0
ORD1004,2026-01-02,1216,Sports,Bicycle,1,8032185.0,Mashhad,Online,8032185.0
ORD1298,2026-03-19,1207,Sports,Bicycle,1,,Shiraz,Cash,
ORD1428,2026-02-26,1200,Books,Comic Book,2,146421.0,Shiraz,Credit Card,292842.0
ORD1612,2026-01-06,1086,Beauty,Perfume,1,1632742.0,Tabriz,Online,1632742.0
ORD1793,2026-06-02,1280,Electronics,Tablet,3,14249657.0,Mashhad,Cash,42748971.0
ORD1008,2026-04-03,1035,Beauty,Sunscreen,4,,Tabriz,Cash,
ORD1156,2026-01-10,1120,Beauty,Lipstick,4,390465.0,Tabriz,Cash,1561860.0
ORD1539,2026-05-05,1287,Clothing,Running Shoes,3,2069464.0,Isfahan,Cash,6208392.0
ORD1506,2026-01-16,1143,Clothing,Running Shoes,2,2344646.0,Mashhad,Online,4689292.0
ORD1436,2026-06-07,1219,Clothing,Running Shoes,1,2049612.0,Mashhad,Credit Card,2049612.0
ORD1266,2026-01-17,1150,Beauty,Perfume,3,1650436.0,Shiraz,Cash,4951308.0
ORD1461,2026-06-27,1249,Sports,Bicycle,3,8702926.0,Isfahan,Credit Card,26108778.0
ORD1576,2026-02-24,1248,Books,Novel,1,235882.0,Shiraz,Online,235882.0
ORD1338,2026-03-27,1278,Books,Comic Book,1,149380.0,Isfahan,Credit Card,149380.0
ORD1255,2026-01-21,1110,Sports,Bicycle,1,8577249.0,Tehran,Credit Card,8577249.0
ORD1690,2026-03-20,1176,Books,Comic Book,4,145768.0,Mashhad,Online,583072.0
ORD1729,2026-05-04,1294,Sports,Yoga Mat,4,425783.0,Shiraz,Credit Card,1703132.0
ORD1665,2026-02-20,1229,Books,Comic Book,3,141668.0,Mashhad,Credit Card,425004.0
ORD1560,2026-06-28,1176,Books,Novel,1,258163.0,Tehran,Cash,258163.0
ORD1208,2026-06-12,1271,Books,Textbook,1,460404.0,Tehran,Cash,460404.0
ORD1287,2026-04-30,1044,Home & Kitchen,Lamp,2,906140.0,Tabriz,Cash,1812280.0
ORD1001,2026-05-20,1216,Beauty,Skincare Cream,2,750480.0,Tehran,Online,1500960.0
ORD1341,2026-05-26,1207,Electronics,Headphones,3,1194906.0,Mashhad,Cash,3584718.0
ORD1269,2026-04-05,1225,Electronics,Headphones,1,1160369.0,Shiraz,Credit Card,1160369.0
ORD1265,2026-02-14,1245,Books,Biography,3,290786.0,Shiraz,Online,872358.0
ORD1699,2026-04-29,1156,Clothing,Jacket,4,1495473.0,Shiraz,Credit Card,5981892.0
ORD1836,2026-04-26,1000,Books,Biography,1,298585.0,Shiraz,Credit Card,298585.0
ORD1095,2026-05-01,1276,Sports,Dumbbell Set,3,2497518.0,Tehran,Online,7492554.0
ORD1828,2026-03-10,1036,Home & Kitchen,Blender,3,1868400.0,Tabriz,Cash,5605200.0
ORD1042,2026-03-22,1299,Beauty,Sunscreen,1,416475.0,Tehran,Cash,416475.0
ORD1689,2026-01-02,1201,books,Cookbook,1,284978.0,Tabriz,Online,284978.0
ORD1461,2026-06-27,1249,Sports,Bicycle,3,8702926.0,Isfahan,Credit Card,26108778.0
ORD1713,2026-02-27,1180,Books,Biography,1,276050.0,Tabriz,Credit Card,276050.0
ORD1628,2026-06-16,1067,Sports,Tennis Racket,3,1759151.0,Mashhad,Cash,5277453.0
ORD1045,2026-01-11,1214,books,Cookbook,2,307801.0,Tabriz,Cash,615602.0
ORD1161,2026-04-29,1130,Sports,Bicycle,1,8679935.0,Isfahan,Credit Card,8679935.0
ORD1629,2026-02-10,1247,Beauty,Skincare Cream,5,672272.0,Tehran,Credit Card,3361360.0
ORD1288,2026-05-03,1209,Electronics,Headphones,1,1159015.0,Tabriz,Credit Card,1159015.0
ORD1589,2026-03-18,1032,Books,Comic Book,2,141645.0,Tehran,Credit Card,283290.0
ORD1765,2026-03-08,1134,Home & Kitchen,Vacuum Cleaner,2,4550320.0,Mashhad,Online,9100640.0
ORD1815,2026-02-04,1248,Electronics,Tablet,1,14042197.0,Isfahan,Cash,14042197.0
ORD1575,2026-03-24,1213,HOME & KITCHEN,Cookware Set,3,3430154.0,Isfahan,Online,10290462.0
ORD1315,2026-05-11,1288,Books,Biography,2,288779.0,Tabriz,Credit Card,577558.0
ORD1230,2026-01-24,1259,Home & Kitchen,Vacuum Cleaner,1,4712264.0,,Online,4712264.0
ORD1698,2026-06-14,1184,Home & Kitchen,Sofa,3,11336376.0,Shiraz,Credit Card,34009128.0
ORD1707,2026-02-07,1020,Books,Comic Book,2,157436.0,Shiraz,Credit Card,314872.0
ORD1076,2026-03-02,1101,Beauty,Sunscreen,1,469531.0,Isfahan,Cash,469531.0
ORD1633,2026-02-27,1267,Beauty,Sunscreen,3,452312.0,Isfahan,Online,1356936.0
ORD1832,2026-02-12,1205,Beauty,Lipstick,4,358164.0,Mashhad,Online,1432656.0
ORD1247,2026-04-29,1257,home & kitchen,Lamp,5,967198.0,Isfahan,Credit Card,4835990.0
ORD1476,2026-02-05,1196,Clothing,T-Shirt,4,326132.0,Tehran,Online,1304528.0
ORD1670,2026-01-19,1112,Sports,Bicycle,2,8055788.0,Isfahan,Online,16111576.0
ORD1085,2026-01-21,1118,home & kitchen,Vacuum Cleaner,4,4374131.0,Mashhad,Cash,17496524.0
ORD1469,2026-03-01,1046,BEAUTY,Shampoo,3,236305.0,Shiraz,Online,708915.0
ORD1225,2026-06-04,1038,Clothing,Jacket,1,1438557.0,Mashhad,Online,1438557.0
ORD1331,2026-05-31,1025,Clothing,T-Shirt,2,364439.0,Mashhad,Cash,728878.0
ORD1233,2026-02-14,1224,Home & Kitchen,Blender,2,1797845.0,Tehran,Cash,3595690.0
ORD1588,2026-01-02,1191,Books,Textbook,2,470243.0,Tabriz,Online,940486.0
ORD1475,2026-06-10,1226,Sports,Dumbbell Set,3,2697185.0,Mashhad,Credit Card,8091555.0
ORD1811,2026-01-23,1255,Beauty,Sunscreen,1,474400.0,Mashhad,Cash,474400.0
ORD1748,2026-02-19,1294,Home & Kitchen,Sofa,2,12780426.0,Shiraz,Credit Card,25560852.0
ORD1599,2026-06-08,1099,Beauty,Sunscreen,2,416942.0,Tehran,Credit Card,833884.0
ORD1421,2026-03-16,1255,Beauty,Perfume,1,1674142.0,Tehran,Credit Card,1674142.0
ORD1687,2026-02-04,1151,SPORTS,Yoga Mat,2,434158.0,Shiraz,Online,868316.0
ORD1182,2026-03-02,1188,Clothing,Running Shoes,1,2349492.0,Isfahan,Cash,2349492.0
ORD1617,2026-03-11,1070,Beauty,Skincare Cream,2,675010.0,Tabriz,Online,1350020.0
ORD1332,2026-03-01,1211,Beauty,Sunscreen,1,415036.0,Tehran,Cash,415036.0
ORD1438,2026-05-18,1166,Books,Novel,3,258249.0,Mashhad,Credit Card,774747.0
ORD1049,2026-03-31,1189,Clothing,Hat,1,237394.0,Tehran,Cash,237394.0
ORD1005,2026-03-28,1194,Home & Kitchen,Vacuum Cleaner,1,4252316.0,Tehran,Cash,4252316.0
ORD1529,2026-02-10,1123,Home & Kitchen,Lamp,5,952520.0,Tehran,Cash,4762600.0
ORD1234,2026-02-10,1144,Sports,Bicycle,2,8085530.0,Isfahan,Credit Card,16171060.0
ORD1486,2026-01-22,1261,Books,Comic Book,1,,Isfahan,Cash,
ORD1774,2026-05-23,1010,Home & Kitchen,Vacuum Cleaner,1,4714052.0,Isfahan,Credit Card,4714052.0
ORD1497,2026-02-15,1214,Home & Kitchen,Cookware Set,4,2983800.0,Tehran,Online,11935200.0
ORD1770,2026-01-03,1255,Clothing,Jeans,2,750160.0,Mashhad,Credit Card,1500320.0
ORD1106,2026-03-04,1194,Electronics,Headphones,4,1182793.0,Shiraz,Online,4731172.0
ORD1443,2026-04-18,1294,HOME & KITCHEN,Sofa,2,11751632.0,Tabriz,Cash,23503264.0
ORD1488,2026-03-03,1044,Home & Kitchen,Cookware Set,3,3430610.0,Tehran,Cash,10291830.0
ORD1646,2026-04-15,1100,Sports,Yoga Mat,3,456738.0,Tehran,Credit Card,1370214.0
ORD1012,2026-04-08,1285,Books,Cookbook,1,315957.0,Isfahan,Online,315957.0
ORD1726,2026-06-03,1257,Clothing,Running Shoes,4,2073199.0,Tehran,Online,8292796.0
ORD1190,2026-04-03,1055,Beauty,Skincare Cream,2,654427.0,Tabriz,Online,1308854.0
ORD1282,2026-06-06,1251,Beauty,Lipstick,1,372435.0,Isfahan,Online,372435.0
ORD1029,2026-01-17,1283,Sports,Football,1,556459.0,Isfahan,Cash,556459.0
ORD1169,2026-04-23,1186,Beauty,Skincare Cream,1,710180.0,,Online,710180.0
ORD1180,2026-02-09,1050,Home & Kitchen,Lamp,1,877113.0,Shiraz,Online,877113.0
ORD1100,2026-06-26,1154,Sports,Yoga Mat,1,416262.0,Mashhad,Cash,416262.0
ORD1197,2026-02-28,1232,Beauty,Perfume,1,1701660.0,Shiraz,Credit Card,1701660.0
ORD1495,2026-06-22,1260,Home & Kitchen,Blender,-4,1757765.0,Tehran,Cash,-7031060.0
ORD1721,2026-02-25,1241,Beauty,Shampoo,4,208779.0,Shiraz,Online,835116.0
ORD1647,2026-04-11,1097,Clothing,T-Shirt,4,360029.0,Mashhad,Credit Card,1440116.0
ORD1837,2026-06-02,1069,Beauty,Skincare Cream,5,684588.0,Tehran,Online,3422940.0
ORD1798,2026-03-11,1096,Electronics,Tablet,2,14440497.0,Tabriz,Credit Card,28880994.0
ORD1710,2026-03-24,1266,ELECTRONICS,Laptop,5,26040911.0,Tehran,Online,130204555.0
ORD1373,2026-06-15,1189,Clothing,Jacket,1,1543921.0,Tehran,Credit Card,1543921.0
ORD1678,2026-05-18,1033,Electronics,Laptop,1,26877881.0,Tabriz,Cash,26877881.0
ORD1761,2026-05-28,1269,Books,Biography,1,271565.0,Mashhad,Cash,271565.0
ORD1648,2026-04-17,1063,Beauty,Shampoo,1,230178.0,Tehran,Online,230178.0
ORD1460,2026-04-07,1047,Books,Biography,2,262865.0,Shiraz,Cash,525730.0
ORD1413,2026-03-12,1247,Clothing,T-Shirt,1,354112.0,Shiraz,Credit Card,354112.0
ORD1131,2026-03-11,1252,Sports,Dumbbell Set,2,2388843.0,Tabriz,Online,4777686.0
ORD1039,2026-01-16,1001,Sports,Yoga Mat,4,445690.0,Mashhad,Credit Card,1782760.0
ORD1434,2026-03-04,1282,Beauty,Perfume,4,1493531.0,Tabriz,Cash,5974124.0
ORD1215,2026-02-05,1167,Clothing,Jacket,-4,1436939.0,Isfahan,Credit Card,-5747756.0
ORD1555,2026-06-19,1102,Electronics,Tablet,1,13783801.0,Tabriz,Credit Card,13783801.0
ORD1566,2026-01-18,1284,Books,Biography,1,275172.0,Tehran,Credit Card,275172.0
ORD1474,2026-05-25,1084,Beauty,Perfume,1,1607091.0,Tehran,Online,1607091.0
ORD1456,2026-05-18,1149,HOME & KITCHEN,Lamp,1,829634.0,Mashhad,Credit Card,829634.0
ORD1260,2026-04-17,1043,Books,Biography,1,285152.0,Mashhad,Online,285152.0
ORD1035,2026-01-28,1097,Beauty,Shampoo,3,230855.0,Mashhad,Cash,692565.0
ORD1309,2026-05-24,1283,Electronics,Tablet,1,13486664.0,Mashhad,Credit Card,13486664.0
ORD1276,2026-02-06,1224,Beauty,Perfume,5,1676363.0,Tabriz,Online,8381815.0
ORD1636,2026-05-01,1038,Beauty,Perfume,2,1608350.0,Shiraz,Cash,3216700.0
ORD1654,2026-05-22,1107,Home & Kitchen,Lamp,4,890158.0,Mashhad,Cash,3560632.0
ORD1622,2026-02-08,1038,Electronics,Smart Watch,2,5875653.0,Tehran,Online,11751306.0
ORD1393,2026-03-04,1041,home & kitchen,Cookware Set,2,3341523.0,,Credit Card,6683046.0
ORD1807,2026-05-21,1129,Beauty,Skincare Cream,3,747663.0,Tabriz,Cash,2242989.0
ORD1107,2026-03-25,1108,Home & Kitchen,Blender,2,1873598.0,Mashhad,Credit Card,3747196.0
ORD1813,2026-01-28,1119,Beauty,Perfume,3,1707735.0,Mashhad,Credit Card,5123205.0
ORD1524,2026-05-21,1044,beauty,Shampoo,2,231909.0,Shiraz,Cash,463818.0
ORD1047,2026-06-21,1161,Clothing,Jacket,1,1504816.0,Isfahan,Credit Card,1504816.0
ORD1203,2026-02-24,1246,Home & Kitchen,Blender,2,1914783.0,Mashhad,Online,3829566.0
ORD1795,2026-02-26,1216,clothing,Running Shoes,3,2330987.0,Isfahan,Cash,6992961.0
ORD1631,2026-05-05,1225,Beauty,Perfume,2,1701172.0,Tehran,Credit Card,3402344.0
ORD1021,2026-04-27,1134,Electronics,Headphones,1,1130782.0,Tehran,Online,1130782.0
ORD1402,2026-06-07,1167,Clothing,T-Shirt,1,350294.0,Tabriz,Credit Card,350294.0
ORD1083,2026-06-13,1248,Sports,Dumbbell Set,3,2325423.0,Isfahan,Online,6976269.0
ORD1130,2026-05-26,1063,Home & Kitchen,Lamp,3,888107.0,Isfahan,Credit Card,2664321.0
ORD1415,2026-01-02,1194,Sports,Football,1,595050.0,Shiraz,Credit Card,595050.0
ORD1741,2026-04-09,1266,Electronics,Smart Watch,1,5809322.0,Shiraz,Online,5809322.0
ORD1697,2026-03-22,1002,Clothing,Hat,2,253249.0,Shiraz,Cash,506498.0
ORD1286,2026-02-05,1013,Clothing,T-Shirt,5,,Mashhad,Credit Card,
ORD1123,2026-04-24,1219,Books,Textbook,2,468804.0,Isfahan,Online,937608.0
ORD1033,2026-01-25,1216,Sports,Tennis Racket,1,2036461.0,Shiraz,Credit Card,2036461.0
ORD1839,2026-05-11,1292,Beauty,Shampoo,4,224655.0,Tabriz,Online,898620.0
ORD1516,2026-02-14,1231,Electronics,Headphones,1,1176280.0,Tehran,Credit Card,1176280.0
ORD1019,2026-05-16,1005,Sports,Bicycle,5,8216071.0,Isfahan,Online,41080355.0
ORD1796,2026-06-06,1272,Beauty,Perfume,2,1710622.0,Isfahan,Credit Card,3421244.0
ORD1219,2026-06-13,1058,Sports,Bicycle,1,8974943.0,Shiraz,Credit Card,8974943.0
ORD1691,2026-05-12,1094,Clothing,Running Shoes,4,2173753.0,,Cash,8695012.0
ORD1481,2026-01-19,1184,Clothing,Running Shoes,2,2268903.0,Tabriz,Cash,4537806.0
ORD1356,2026-03-30,1030,Books,Novel,1,231060.0,Tehran,Online,231060.0
ORD1661,2026-01-27,1287,Electronics,Headphones,3,1293410.0,Tabriz,Online,3880230.0
ORD1224,2026-06-15,1052,HOME & KITCHEN,Vacuum Cleaner,3,,Mashhad,Cash,
ORD1759,2026-05-19,1190,Electronics,Tablet,2,14646457.0,Tehran,Credit Card,29292914.0
ORD1092,2026-04-11,1013,Books,Comic Book,1,156258.0,Tabriz,Online,156258.0
ORD1151,2026-05-02,1077,Sports,Football,1,574997.0,Shiraz,Credit Card,574997.0
ORD1845,2026-02-28,1195,Sports,Football,4,591803.0,Tabriz,Cash,2367212.0
ORD1317,2026-06-26,1242,Sports,Bicycle,1,8055680.0,Tehran,Online,8055680.0
ORD1448,2026-01-22,1112,Sports,Tennis Racket,2,1862382.0,Tabriz,Cash,3724764.0
ORD1803,2026-01-19,1092,Electronics,Headphones,3,1220489.0,Tabriz,Credit Card,3661467.0
ORD1745,2026-01-23,1180,Beauty,Skincare Cream,5,744752.0,Isfahan,Credit Card,3723760.0
ORD1522,2026-04-20,1109,Sports,Football,1,645111.0,Mashhad,Credit Card,645111.0
ORD1279,2026-05-16,1160,Sports,Football,2,628396.0,,Credit Card,1256792.0
ORD1583,2026-02-11,1113,Home & Kitchen,Blender,1,1750680.0,Tabriz,Cash,1750680.0
ORD1764,2026-02-23,1051,Beauty,Skincare Cream,1,647755.0,Shiraz,Online,647755.0
ORD1604,2026-02-10,1066,Clothing,Jeans,2,751441.0,Shiraz,Cash,1502882.0
ORD1349,2026-05-18,1041,Beauty,Sunscreen,4,459061.0,Mashhad,Cash,1836244.0
ORD1374,2026-02-18,1193,Electronics,Smart Watch,3,5588341.0,Tehran,Credit Card,16765023.0
ORD1400,2026-05-19,1071,Books,Textbook,2,468249.0,Isfahan,Credit Card,936498.0
ORD1704,2026-05-31,1237,Home & Kitchen,Cookware Set,1,2976447.0,Isfahan,Cash,2976447.0
ORD1257,2026-01-13,1234,Home & Kitchen,Sofa,1,12376377.0,,Credit Card,12376377.0
ORD1072,2026-02-14,1154,Beauty,Lipstick,2,349935.0,Tabriz,Online,699870.0
ORD1195,2026-06-02,1232,BOOKS,Biography,1,273244.0,Tabriz,Credit Card,273244.0
ORD1483,2026-01-19,1034,Beauty,Perfume,3,,Tehran,Online,
ORD1137,2026-04-13,1232,Sports,Tennis Racket,1,1961717.0,Tabriz,Cash,1961717.0
ORD1494,2026-05-26,1080,Books,Biography,1,278373.0,Mashhad,Credit Card,278373.0
ORD1772,2026-01-26,1110,Books,Comic Book,1,141059.0,Mashhad,Cash,141059.0
ORD1550,2026-01-24,1247,Clothing,T-Shirt,-2,351129.0,Isfahan,Online,-702258.0
ORD1462,2026-01-24,1183,Home & Kitchen,Lamp,1,935430.0,Shiraz,Online,935430.0
ORD1201,2026-06-21,1181,BOOKS,Comic Book,2,140019.0,Tehran,Credit Card,280038.0
ORD1312,2026-05-09,1019,Clothing,Hat,2,231014.0,Tehran,Cash,462028.0
ORD1290,2026-05-22,1066,Beauty,Sunscreen,1,416196.0,Tabriz,Cash,416196.0
ORD1189,2026-02-02,1058,Electronics,Mobile Phone,1,17256534.0,Shiraz,Online,17256534.0
ORD1763,2026-01-31,1161,Beauty,Perfume,2,1662450.0,Tabriz,Credit Card,3324900.0
ORD1112,2026-03-30,1281,Home & Kitchen,Cookware Set,-2,3420005.0,Shiraz,Online,-6840010.0
